drug_a,drug_b,rr_a,rr_b,strength,n_ab,n_abz,omega,omega_lower,omega_add,omega_add_lower,signals_additive,signals_multiplicative,at_positive_control_strength
ACEBUTOLOL,METFORMIN,2.563,3.129,3.004,126,0,-2.13729,-12.129178,-1.783683,-11.775571,0,0,0
ACEBUTOLOL,NICARDIPINE,2.563,5.256,3.752,47,2,0.654969,-1.933671,1.105107,-1.483533,0,0,0
ACEBUTOLOL,NICORANDIL,2.563,7.278,4.221,39,0,-1.75251,-11.744398,-1.277889,-11.269777,0,0,0
ACEBUTOLOL,NIFEDIPINE,2.563,3.343,3.099,20,0,-0.744124,-10.736012,-0.491059,-10.482947,0,0,0
ACEBUTOLOL,OMEPRAZOLE,2.563,2.41,2.627,86,0,-1.578507,-11.570394,-1.270149,-11.262037,0,0,0
ACEBUTOLOL,OXAZEPAM,2.563,9.713,4.638,76,0,-2.562218,-12.554105,-2.183095,-12.174983,0,0,0
ACEBUTOLOL,PAROXETINE,2.563,3.769,3.272,26,0,-0.981407,-10.973294,-0.653356,-10.645243,0,0,0
ACEBUTOLOL,PERINDOPRIL,2.563,5.281,3.759,82,0,-2.159724,-12.151612,-1.730807,-11.722695,0,0,0
ACEBUTOLOL,PERINDOPRIL ERBUMINE,2.563,5.707,3.871,33,2,0.881225,-1.707415,1.328149,-1.260491,0,0,0
ACEBUTOLOL,PRAVASTATIN,2.563,19.02,5.607,37,0,-2.49947,-12.491358,-2.052051,-12.043939,0,0,0
ACEBUTOLOL,PREGABALIN,2.563,2.112,2.436,32,0,-0.762773,-10.754661,-0.571337,-10.563225,0,0,0
ACEBUTOLOL,QUETIAPINE,2.563,5.557,3.832,25,0,-1.234447,-11.226335,-0.795424,-10.787311,0,0,0
ACEBUTOLOL,QUINAPRIL,2.563,3.502,3.166,38,0,-1.185467,-11.177354,-0.84423,-10.836118,0,0,0
ACEBUTOLOL,RAMIPRIL,2.563,4.296,3.461,91,0,-2.092561,-12.084449,-1.67956,-11.671448,0,0,0
ACEBUTOLOL,RILMENIDINE,2.563,22.512,5.851,34,0,-2.537809,-12.529697,-2.131722,-12.12361,0,0,0
ACEBUTOLOL,RISPERIDONE,2.563,4.536,3.539,37,1,0.204287,-3.59294,0.63445,-3.162778,0,0,0
ACEBUTOLOL,ROSUVASTATIN,2.563,28.71,6.201,65,1,-1.568212,-5.365439,-1.605815,-5.403042,0,0,0
ACEBUTOLOL,SIMVASTATIN,2.563,48.584,6.96,27,0,-2.97492,-12.966807,-2.72136,-12.713248,0,0,1
ACEBUTOLOL,SPIRONOLACTONE,2.563,4.424,3.503,49,0,-1.579881,-11.571769,-1.145543,-11.137431,0,0,0
ACEBUTOLOL,TELMISARTAN,2.563,5.081,3.703,20,0,-0.995222,-10.98711,-0.63141,-10.623298,0,0,0
ACEBUTOLOL,TRAMADOL,2.563,2.907,2.898,66,0,-1.502527,-11.494415,-1.150047,-11.141935,0,0,0
ACEBUTOLOL,VENLAFAXINE,2.563,4.117,3.399,46,0,-1.476093,-11.46798,-1.056331,-11.048219,0,0,0
ACEBUTOLOL,ZOPICLONE,2.563,8.45,4.437,31,0,-1.712361,-11.704249,-1.190755,-11.182643,0,0,0
ACEPROMAZINE,ACEPROMETAZINE,49.92,18.736,9.869,184,8,-1.09174,-2.260018,-1.625133,-2.793411,0,0,1
ACEPROMAZINE,ALPRAZOLAM,49.92,3.308,7.367,37,7,-0.21219,-1.472425,0.73935,-0.520886,0,0,1
ACEPROMAZINE,CLONAZEPAM,49.92,3.893,7.602,27,0,-3.895501,-13.887389,-2.784976,-12.776864,0,0,1
ACEPROMAZINE,CLORAZEPATE,49.92,9.811,8.936,184,8,-1.413281,-2.581558,-1.425216,-2.593494,0,0,1
ACEPROMAZINE,DIAZEPAM,49.92,4.818,7.91,20,0,-3.723487,-13.715374,-2.443895,-12.435783,0,0,1
ACEPROMAZINE,RISPERIDONE,49.92,4.536,7.823,23,1,-2.261128,-6.058356,-1.019226,-4.816453,0,0,1
ACEPROMETAZINE,ALPRAZOLAM,18.736,3.308,5.954,66,9,0.527886,-0.565181,1.495374,0.402307,1,0,0
ACEPROMETAZINE,ARIPIPRAZOLE,18.736,3.797,6.152,24,0,-2.759248,-12.751136,-1.648651,-11.640539,0,0,0
ACEPROMETAZINE,BROMAZEPAM,18.736,12.327,7.852,44,2,-1.942713,-4.531353,-0.370939,-2.959579,0,0,1
ACEPROMETAZINE,CLONAZEPAM,18.736,3.893,6.189,51,0,-3.587269,-13.579157,-2.474571,-12.466459,0,0,0
ACEPROMETAZINE,CLORAZEPATE,18.736,9.811,7.522,204,8,-0.890004,-2.058282,-0.510715,-1.678993,0,0,1
ACEPROMETAZINE,CYAMEMAZINE,18.736,20.739,8.602,48,0,-4.605025,-14.596913,-3.109584,-13.101471,0,0,1
ACEPROMETAZINE,DIAZEPAM,18.736,4.818,6.496,49,0,-3.724631,-13.716519,-2.476794,-12.468681,0,0,1
ACEPROMETAZINE,DIVALPROEX,18.736,3.095,5.858,22,4,0.718486,-1.018271,1.637005,-0.099753,0,0,0
ACEPROMETAZINE,ESCITALOPRAM,18.736,4.024,6.236,35,5,0.245255,-1.28221,1.407354,-0.120111,0,0,0
ACEPROMETAZINE,FENOFIBRATE,18.736,26.664,8.965,21,0,-4.116434,-14.108322,-2.278829,-12.270716,0,0,1
ACEPROMETAZINE,FUROSEMIDE,18.736,5.251,6.62,39,0,-3.568916,-13.560804,-2.234014,-12.225902,0,0,1
ACEPROMETAZINE,HALOPERIDOL,18.736,10.211,7.58,27,0,-3.720371,-13.712259,-2.041932,-12.03382,0,0,1
ACEPROMETAZINE,HYDROCHLOROTHIAZIDE,18.736,3.187,5.9,22,0,-2.496402,-12.48829,-1.537085,-11.528973,0,0,0
ACEPROMETAZINE,HYDROXYZINE,18.736,4.495,6.396,54,0,-3.74181,-13.733698,-2.57541,-12.567298,0,0,0
ACEPROMETAZINE,LOXAPINE,18.736,19.648,8.524,23,0,-3.995704,-13.987591,-2.186815,-12.178703,0,0,1
ACEPROMETAZINE,MEPROBAMATE,18.736,5.879,6.783,285,11,-0.271625,-1.248163,-0.324932,-1.301469,0,0,1
ACEPROMETAZINE,MIANSERIN,18.736,6.236,6.868,20,0,-2.929604,-12.921492,-1.575847,-11.567735,0,0,1
ACEPROMETAZINE,MIRTAZAPINE,18.736,6.09,6.834,35,0,-3.573939,-13.565826,-2.152467,-12.144355,0,0,1
ACEPROMETAZINE,OXAZEPAM,18.736,9.713,7.508,27,2,-1.347412,-3.936052,0.299582,-2.289058,0,0,1
ACEPROMETAZINE,PAROXETINE,18.736,3.769,6.142,46,2,-1.129987,-3.718627,-0.025041,-2.613681,0,0,0
ACEPROMETAZINE,PRAZEPAM,18.736,6.012,6.816,22,0,-2.938524,-12.930412,-1.659423,-11.651311,0,0,1
ACEPROMETAZINE,RISPERIDONE,18.736,4.536,6.409,55,1,-2.218696,-6.015923,-1.014778,-4.812006,0,0,0
ACEPROMETAZINE,TRAMADOL,18.736,2.907,5.767,35,0,-2.922359,-12.914246,-1.994772,-11.98666,0,0,0
ACEPROMETAZINE,TRIMEPRAZINE,18.736,16.382,8.262,36,0,-4.258449,-14.250337,-2.602961,-12.594849,0,0,1
ACEPROMETAZINE,VENLAFAXINE,18.736,4.117,6.269,47,2,-1.233371,-3.822011,-0.068746,-2.657386,0,0,0
ACEPROMETAZINE,ZOLPIDEM,18.736,4.117,6.269,32,3,-0.330135,-2.380578,0.847763,-1.20268,0,0,0
ACEPROMETAZINE,ZOPICLONE,18.736,8.45,7.307,25,5,-0.02318,-1.550645,1.569898,0.042433,1,0,1
ACETAMINOPHEN W PROPOXYPHENE,ALCOHOL,2.806,3.206,3.169,33,0,-1.007239,-10.999127,-0.751365,-10.743253,0,0,0
ACETAMINOPHEN W PROPOXYPHENE,ALPRAZOLAM,2.806,3.308,3.214,55,0,-1.34653,-11.338418,-1.112495,-11.104382,0,0,0
ACETAMINOPHEN W PROPOXYPHENE,DIAZEPAM,2.806,4.818,3.757,21,0,-0.963845,-10.955733,-0.655152,-10.647039,0,0,0
ACETAMINOPHEN W PROPOXYPHENE,DIPHENHYDRAMINE,2.806,2.226,2.643,29,0,-0.746102,-10.73799,-0.568716,-10.560604,0,0,0
ACETAMINOPHEN W PROPOXYPHENE,QUETIAPINE,2.806,5.557,3.963,23,0,-1.103605,-11.095493,-0.76537,-10.757258,0,0,0
ACETAZOLAMIDE,AGOMELATINE,3.888,5.408,4.394,21,0,-1.397019,-11.388906,-0.782326,-10.774213,0,0,0
ACETAZOLAMIDE,ALLOPURINOL,3.888,6.027,4.55,22,0,-1.588657,-11.580545,-0.856347,-10.848235,0,0,0
ACETAZOLAMIDE,AMIODARONE,3.888,5.862,4.511,23,0,-1.608732,-11.60062,-0.873148,-10.865036,0,0,0
ACETAZOLAMIDE,AMITRIPTYLINE,3.888,3.372,3.713,24,0,-1.176662,-11.16855,-0.696727,-10.688615,0,0,0
ACETAZOLAMIDE,AMLODIPINE,3.888,3.894,3.92,44,0,-1.8625,-11.854388,-1.159004,-11.150892,0,0,0
ACETAZOLAMIDE,ATORVASTATIN,3.888,23.364,6.505,25,0,-3.185843,-13.177731,-1.892194,-11.884082,0,0,1
ACETAZOLAMIDE,ATROPINE,3.888,3.347,3.702,37,0,-1.524505,-11.516393,-0.965867,-10.957755,0,0,0
ACETAZOLAMIDE,AZITHROMYCIN,3.888,3.583,3.8,22,0,-1.156934,-11.148821,-0.667434,-10.659322,0,0,0
ACETAZOLAMIDE,BISOPROLOL,3.888,5.006,4.283,20,0,-1.345377,-11.337265,-0.724547,-10.716435,0,0,0
ACETAZOLAMIDE,CARBAMAZEPINE,3.888,3.174,3.625,136,0,-2.857082,-12.84897,-2.139658,-12.131546,0,0,0
ACETAZOLAMIDE,CIPROFLOXACIN,3.888,4.187,4.025,26,0,-1.425721,-11.417609,-0.815707,-10.807594,0,0,0
ACETAZOLAMIDE,CITALOPRAM,3.888,3.262,3.665,31,0,-1.363849,-11.355737,-0.83816,-10.830048,0,0,0
ACETAZOLAMIDE,CLONAZEPAM,3.888,3.893,3.92,119,0,-2.930346,-12.922233,-2.115843,-12.10773,0,0,0
ACETAZOLAMIDE,CYCLOSPORINE,3.888,3.505,3.769,28,0,-1.343165,-11.335053,-0.798839,-10.790727,0,0,0
ACETAZOLAMIDE,FUROSEMIDE,3.888,5.251,4.352,197,0,-3.805371,-13.797259,-2.930846,-12.922734,0,0,0
ACETAZOLAMIDE,HYDROCHLOROTHIAZIDE,3.888,3.187,3.631,35,0,-1.454287,-11.446174,-0.909728,-10.901616,0,0,0
ACETAZOLAMIDE,KETOROLAC,3.888,2.719,3.402,27,0,-1.098539,-11.090427,-0.700943,-10.692831,0,0,0
ACETAZOLAMIDE,LAMOTRIGINE,3.888,2.679,3.381,136,0,-2.681773,-12.673661,-2.045594,-12.037482,0,0,0
ACETAZOLAMIDE,LEVETIRACETAM,3.888,8.338,5.019,164,0,-4.070297,-14.062185,-3.105596,-13.097484,0,0,0
ACETAZOLAMIDE,LEVOFLOXACIN,3.888,3.014,3.551,22,0,-1.030627,-11.022515,-0.619709,-10.611596,0,0,0
ACETAZOLAMIDE,LISINOPRIL,3.888,2.046,2.992,23,0,-0.804933,-10.79682,-0.554753,-10.546641,0,0,0
ACETAZOLAMIDE,LORAZEPAM,3.888,5.21,4.34,44,0,-2.14401,-12.135898,-1.305939,-11.297827,0,0,0
ACETAZOLAMIDE,METFORMIN,3.888,3.129,3.605,69,1,-0.525774,-4.323002,0.143657,-3.65357,0,0,0
ACETAZOLAMIDE,MIDAZOLAM,3.888,7.868,4.935,25,0,-1.961249,-11.953137,-1.078052,-11.06994,0,0,0
ACETAZOLAMIDE,NITRAZEPAM,3.888,13.875,5.753,23,0,-2.400587,-12.392475,-1.374713,-11.366601,0,0,0
ACETAZOLAMIDE,OXCARBAZEPINE,3.888,2.403,3.224,54,0,-1.58754,-11.579427,-1.124777,-11.116664,0,0,0
ACETAZOLAMIDE,PHENOBARBITAL,3.888,3.798,3.884,40,0,-1.721801,-11.713689,-1.073949,-11.065837,0,0,0
ACETAZOLAMIDE,PHENYTOIN,3.888,2.363,3.2,51,0,-1.522723,-11.51461,-1.074916,-11.066804,0,0,0
ACETAZOLAMIDE,PROPOFOL,3.888,16.555,6.008,20,0,-2.473872,-12.46576,-1.382336,-11.374224,0,0,0
ACETAZOLAMIDE,QUETIAPINE,3.888,5.557,4.434,24,0,-1.618043,-11.609931,-0.877803,-10.869691,0,0,0
ACETAZOLAMIDE,ROSUVASTATIN,3.888,28.71,6.803,31,0,-3.577408,-13.569296,-2.335602,-12.32749,0,0,1
ACETAZOLAMIDE,SERTRALINE,3.888,3.896,3.921,21,0,-1.189912,-11.1818,-0.667865,-10.659752,0,0,0
ACETAZOLAMIDE,SPIRONOLACTONE,3.888,4.424,4.105,65,1,-0.803317,-4.600545,0.017392,-3.779835,0,0,0
ACETAZOLAMIDE,TRAMADOL,3.888,2.907,3.499,25,0,-1.102385,-11.094273,-0.676908,-10.668796,0,0,0
ACETAZOLAMIDE,VALPROATE,3.888,4.255,4.048,21,0,-1.251665,-11.243553,-0.69586,-10.687748,0,0,0
ACETAZOLAMIDE,VALPROIC ACID,3.888,4.357,4.082,96,0,-2.803386,-12.795274,-1.95383,-11.945718,0,0,0
ACETAZOLAMIDE,ZONISAMIDE,3.888,3.371,3.712,75,0,-2.23375,-12.225637,-1.555712,-11.5476,0,0,0
ACETYLCYSTEINE,ACTIVATED CHARCOAL,4.56,16.895,6.268,22,1,-1.051119,-4.848346,0.069159,-3.728068,0,0,0
ACETYLCYSTEINE,ACYCLOVIR,4.56,2.061,3.232,35,0,-1.217678,-11.209566,-0.858314,-10.850202,0,0,0
ACETYLCYSTEINE,ALLOPURINOL,4.56,6.027,4.78,49,0,-2.58341,-12.575298,-1.556377,-11.548264,0,0,0
ACETYLCYSTEINE,ALPRAZOLAM,4.56,3.308,3.915,33,0,-1.578438,-11.570326,-0.95348,-10.945368,0,0,0
ACETYLCYSTEINE,AMBROXOL,4.56,8.614,5.296,39,0,-2.576124,-12.568012,-1.566545,-11.558433,0,0,0
ACETYLCYSTEINE,AMIODARONE,4.56,5.862,4.741,25,0,-1.843053,-11.834941,-0.980674,-10.972562,0,0,0
ACETYLCYSTEINE,AMLODIPINE,4.56,3.894,4.15,52,0,-2.205562,-12.19745,-1.3794,-11.371288,0,0,0
ACETYLCYSTEINE,ARIPIPRAZOLE,4.56,3.797,4.114,24,0,-1.414729,-11.406617,-0.790423,-10.782311,0,0,0
ACETYLCYSTEINE,ATORVASTATIN,4.56,23.364,6.735,47,0,-4.053982,-14.04587,-2.639011,-12.630899,0,0,1
ACETYLCYSTEINE,AZITHROMYCIN,4.56,3.583,4.03,104,1,-1.291153,-5.088381,-0.439911,-4.237138,0,0,0
ACETYLCYSTEINE,BENSERAZIDE,4.56,6.805,4.956,21,4,1.386389,-0.350368,2.244347,0.50759,1,0,0
ACETYLCYSTEINE,BISOPROLOL,4.56,5.006,4.513,39,2,0.177651,-2.410989,1.070705,-1.517935,0,0,0
ACETYLCYSTEINE,CARBOCYSTEINE,4.56,5.068,4.531,29,0,-1.755972,-11.74786,-1.024288,-11.016175,0,0,0
ACETYLCYSTEINE,CEFTRIAXONE,4.56,2.501,3.512,32,0,-1.302738,-11.294626,-0.849175,-10.841063,0,0,0
ACETYLCYSTEINE,CHOLECALCIFEROL,4.56,2.942,3.746,24,0,-1.193764,-11.185652,-0.717967,-10.709855,0,0,0
ACETYLCYSTEINE,CIPROFLOXACIN,4.56,4.187,4.255,34,0,-1.829397,-11.821285,-1.062439,-11.054326,0,0,0
ACETYLCYSTEINE,CLARITHROMYCIN,4.56,10.043,5.517,40,1,-1.318092,-5.115319,-0.114819,-3.912046,0,0,0
ACETYLCYSTEINE,CLAVULANIC ACID,4.56,2.046,3.222,58,0,-1.654228,-11.646116,-1.228716,-11.220603,0,0,0
ACETYLCYSTEINE,CLONAZEPAM,4.56,3.893,4.15,20,0,-1.274725,-11.266613,-0.692374,-10.684261,0,0,0
ACETYLCYSTEINE,CLOZAPINE,4.56,2.119,3.273,23,0,-0.933176,-10.925064,-0.622712,-10.6146,0,0,0
ACETYLCYSTEINE,CODEINE,4.56,2.003,3.191,66,0,-1.771745,-11.763633,-1.331761,-11.323649,0,0,0
ACETYLCYSTEINE,CYCLOSPORINE,4.56,3.505,3.998,64,0,-2.319058,-12.310945,-1.520269,-11.512156,0,0,0
ACETYLCYSTEINE,DIAZEPAM,4.56,4.818,4.457,50,0,-2.377281,-12.369169,-1.449422,-11.44131,0,0,0
ACETYLCYSTEINE,DIPHENHYDRAMINE,4.56,2.226,3.344,39,0,-1.376889,-11.368777,-0.950501,-10.942389,0,0,0
ACETYLCYSTEINE,ENALAPRIL,4.56,4.538,4.371,22,1,0.106483,-3.690744,0.789005,-3.008223,0,0,0
ACETYLCYSTEINE,FENOTEROL,4.56,5.985,4.77,31,0,-1.935385,-11.927272,-1.152289,-11.144177,0,0,0
ACETYLCYSTEINE,FLUCONAZOLE,4.56,6.518,4.893,24,0,-1.899289,-11.891177,-0.999604,-10.991491,0,0,0
ACETYLCYSTEINE,FLUOXETINE,4.56,4.532,4.369,29,1,-0.161007,-3.958235,0.606972,-3.190255,0,0,0
ACETYLCYSTEINE,FOMEPIZOLE,4.56,10.154,5.533,43,1,-0.696387,-4.493614,-0.196094,-3.993321,0,0,0
ACETYLCYSTEINE,FUROSEMIDE,4.56,5.251,4.582,146,1,-2.098659,-5.895886,-1.073981,-4.871208,0,0,0
ACETYLCYSTEINE,HALOPERIDOL,4.56,10.211,5.541,45,4,0.116103,-1.620654,1.337767,-0.398991,0,0,0
ACETYLCYSTEINE,HYDROCHLOROTHIAZIDE,4.56,3.187,3.861,44,0,-1.824144,-11.816032,-1.154978,-11.146866,0,0,0
ACETYLCYSTEINE,HYDROXYZINE,4.56,4.495,4.357,20,0,-1.387384,-11.379272,-0.736101,-10.727989,0,0,0
ACETYLCYSTEINE,ISOSORBIDE MONONITRATE,4.56,3.216,3.875,24,0,-1.251221,-11.243109,-0.741616,-10.733504,0,0,0
ACETYLCYSTEINE,KETAMINE,4.56,4.612,4.395,26,1,-0.058469,-3.855696,0.675752,-3.121475,0,0,0
ACETYLCYSTEINE,LAMOTRIGINE,4.56,2.679,3.611,44,1,-0.07184,-3.869067,0.491194,-3.306034,0,0,0
ACETYLCYSTEINE,LEVOFLOXACIN,4.56,3.014,3.781,74,0,-2.310672,-12.302559,-1.589895,-11.581783,0,0,0
ACETYLCYSTEINE,LITHIUM,4.56,5.599,4.674,28,4,1.261461,-0.475297,2.127457,0.390699,1,0,0
ACETYLCYSTEINE,LORAZEPAM,4.56,5.21,4.57,33,0,-2.01164,-12.003528,-1.134853,-11.126741,0,0,0
ACETYLCYSTEINE,LOSARTAN,4.56,3.581,4.029,22,0,-1.283684,-11.275572,-0.721765,-10.713653,0,0,0
ACETYLCYSTEINE,MEROPENEM,4.56,2.368,3.433,33,0,-1.280986,-11.272874,-0.854702,-10.84659,0,0,0
ACETYLCYSTEINE,METFORMIN,4.56,3.129,3.835,36,2,0.703753,-1.884887,1.325477,-1.263163,0,0,0
ACETYLCYSTEINE,MIDAZOLAM,4.56,7.868,5.165,45,1,-1.18282,-4.980047,-0.058929,-3.856156,0,0,0
ACETYLCYSTEINE,NOREPINEPHRINE,4.56,13.03,5.893,109,4,-1.05355,-2.790308,0.087188,-1.649569,0,0,0
ACETYLCYSTEINE,OMEPRAZOLE,4.56,2.41,3.458,112,1,-0.954183,-4.751411,-0.326897,-4.124125,0,0,0
ACETYLCYSTEINE,OXAZEPAM,4.56,9.713,5.469,28,3,0.347496,-1.702947,1.464951,-0.585493,0,0,0
ACETYLCYSTEINE,PHENOBARBITAL,4.56,3.798,4.114,23,0,-1.362407,-11.354295,-0.764978,-10.756866,0,0,0
ACETYLCYSTEINE,PHENYTOIN,4.56,2.363,3.43,20,0,-0.905856,-10.897744,-0.57482,-10.566708,0,0,0
ACETYLCYSTEINE,PIPERACILLIN,4.56,2.854,3.702,35,0,-1.493625,-11.485513,-0.946811,-10.938699,0,0,0
ACETYLCYSTEINE,PREGABALIN,4.56,2.112,3.267,20,0,-0.839984,-10.831872,-0.554568,-10.546456,0,0,0
ACETYLCYSTEINE,PROPOFOL,4.56,16.555,6.238,25,3,-0.086935,-2.137378,1.185342,-0.865101,0,0,0
ACETYLCYSTEINE,PYRIDOXINE,4.56,2.3,3.39,20,0,-0.879132,-10.87102,-0.569753,-10.561641,0,0,0
ACETYLCYSTEINE,QUETIAPINE,4.56,5.557,4.663,58,1,-1.130039,-4.927266,-0.086413,-3.88364,0,0,0
ACETYLCYSTEINE,RISPERIDONE,4.56,4.536,4.371,37,0,-2.003704,-11.995592,-1.162136,-11.154024,0,0,0
ACETYLCYSTEINE,SERTRALINE,4.56,3.896,4.151,52,1,-0.617423,-4.41465,0.205251,-3.591977,0,0,0
ACETYLCYSTEINE,SIMVASTATIN,4.56,48.584,7.792,27,0,-4.108703,-14.100591,-2.769296,-12.761183,0,0,1
ACETYLCYSTEINE,SODIUM BICARBONATE,4.56,3.91,4.156,159,0,-3.426088,-13.417976,-2.562679,-12.554567,0,0,0
ACETYLCYSTEINE,SPIRONOLACTONE,4.56,4.424,4.334,20,1,0.208107,-3.58912,0.853905,-2.943322,0,0,0
ACETYLCYSTEINE,TAZOBACTAM,4.56,2.627,3.582,33,0,-1.369754,-11.361642,-0.882584,-10.874472,0,0,0
ACETYLCYSTEINE,THEOPHYLLINE,4.56,7.874,5.166,31,1,-0.751398,-4.548626,0.283582,-3.513645,0,0,0
ACETYLCYSTEINE,THIAMINE,4.56,5.877,4.744,26,0,-1.848698,-11.840586,-1.009996,-11.001884,0,0,0
ACETYLCYSTEINE,TIXOCORTOL PIVALATE,4.56,5.469,4.64,26,0,-1.443655,-11.435543,-0.978241,-10.970129,0,0,0
ACETYLCYSTEINE,TORSEMIDE,4.56,3.87,4.141,30,0,-1.618633,-11.610521,-0.941891,-10.933779,0,0,0
ACETYLCYSTEINE,TRAMADOL,4.56,2.907,3.729,58,1,-0.432651,-4.229879,0.234439,-3.562789,0,0,0
ACETYLCYSTEINE,UNSPECIFIED INGREDIENT,4.56,2.492,3.507,35,2,0.942167,-1.646473,1.414775,-1.173865,0,0,0
ACETYLCYSTEINE,VALPROIC ACID,4.56,4.357,4.312,28,0,-1.671195,-11.663083,-0.938097,-10.929985,0,0,0
ACETYLCYSTEINE,VASOPRESSIN,4.56,13.641,5.959,46,3,-0.503507,-2.553951,0.713248,-1.337195,0,0,0
ACETYLCYSTEINE,ZOLPIDEM,4.56,4.117,4.231,22,0,-1.401042,-11.39293,-0.763729,-10.755617,0,0,0
ACETYLLEUCINE,AMLODIPINE,15.447,3.894,5.91,28,0,-2.517565,-12.509453,-1.64248,-11.634367,0,0,0
ACETYLLEUCINE,ATORVASTATIN,15.447,23.364,8.495,22,0,-3.322756,-13.314644,-2.149695,-12.141583,0,0,1
ACETYLLEUCINE,BETAHISTINE,15.447,12.938,7.643,41,2,-0.976528,-3.565169,-0.17366,-2.7623,0,0,1
ACETYLLEUCINE,HYDROCHLOROTHIAZIDE,15.447,3.187,5.622,20,0,-2.067068,-12.058956,-1.297114,-11.289002,0,0,0
ACETYLLEUCINE,RAMIPRIL,15.447,4.296,6.052,23,0,-2.40736,-12.399248,-1.475792,-11.46768,0,0,0
ACETYLLEUCINE,TRAMADOL,15.447,2.907,5.489,32,0,-2.427619,-12.419507,-1.720175,-11.712062,0,0,0
ACTIVATED CHARCOAL,AMINOPHYLLINE,16.895,4.246,6.165,33,0,-2.723424,-12.715312,-1.905538,-11.897426,0,0,0
ACTIVATED CHARCOAL,AMLODIPINE,16.895,3.894,6.04,46,7,0.531384,-0.728851,1.655473,0.395238,1,0,0
ACTIVATED CHARCOAL,ARIPIPRAZOLE,16.895,3.797,6.003,21,0,-2.504081,-12.495969,-1.437649,-11.429537,0,0,0
ACTIVATED CHARCOAL,BIFIDOBACTERIUM LONGUM,16.895,7.015,6.889,30,0,-1.515343,-11.507231,-1.941127,-11.933015,0,0,1
ACTIVATED CHARCOAL,BISOPROLOL,16.895,5.006,6.402,29,6,0.605554,-0.770435,1.891167,0.515178,1,0,0
ACTIVATED CHARCOAL,BUSPIRONE,16.895,7.059,6.898,24,0,-3.162521,-13.154409,-1.712122,-11.70401,0,0,1
ACTIVATED CHARCOAL,CALCIUM,16.895,4.171,6.139,25,3,0.091608,-1.958835,1.187737,-0.862706,0,0,0
ACTIVATED CHARCOAL,CARBAMAZEPINE,16.895,3.174,5.745,60,0,-3.459016,-13.450904,-2.517982,-12.50987,0,0,0
ACTIVATED CHARCOAL,CARBOCYSTEINE,16.895,5.068,6.42,34,0,-2.944213,-12.936101,-1.980122,-11.97201,0,0,1
ACTIVATED CHARCOAL,CIPROFLOXACIN,16.895,4.187,6.145,47,0,-3.452714,-13.444602,-2.292872,-12.28476,0,0,0
ACTIVATED CHARCOAL,DIPHENHYDRAMINE,16.895,2.226,5.233,22,6,1.658144,0.282155,2.295847,0.919859,1,1,0
ACTIVATED CHARCOAL,FUROSEMIDE,16.895,5.251,6.471,26,0,-3.03096,-13.022848,-1.710128,-11.702016,0,0,1
ACTIVATED CHARCOAL,GLUCAGON,16.895,6.349,6.745,39,12,1.230582,0.300391,2.447014,1.516823,1,1,1
ACTIVATED CHARCOAL,INSULIN NOS,16.895,5.669,6.582,33,6,0.390248,-0.985741,1.722008,0.346019,1,0,1
ACTIVATED CHARCOAL,IRBESARTAN,16.895,4.805,6.343,34,0,-3.21588,-13.207768,-1.966528,-11.958416,0,0,0
ACTIVATED CHARCOAL,LAMOTRIGINE,16.895,2.679,5.5,32,0,-2.626311,-12.618199,-1.789124,-11.781011,0,0,0
ACTIVATED CHARCOAL,METHYLENE BLUE,16.895,26.474,8.805,21,7,-0.069309,-1.329544,1.681406,0.421171,1,0,1
ACTIVATED CHARCOAL,NOREPINEPHRINE,16.895,13.03,7.782,60,12,0.223206,-0.706985,1.613265,0.683074,1,0,1
ACTIVATED CHARCOAL,OMEPRAZOLE,16.895,2.41,5.347,34,0,-2.594419,-12.586307,-1.836647,-11.828535,0,0,0
ACTIVATED CHARCOAL,QUETIAPINE,16.895,5.557,6.553,25,0,-3.053626,-13.045513,-1.68535,-11.677237,0,0,1
ACTIVATED CHARCOAL,SODIUM BICARBONATE,16.895,3.91,6.046,44,2,-0.966735,-3.555375,0.119994,-2.468646,0,0,0
ACTIVATED CHARCOAL,THEOPHYLLINE,16.895,7.874,7.056,40,0,-3.738576,-13.730464,-2.301218,-12.293106,0,0,1
ACTIVATED CHARCOAL,TRAZODONE,16.895,4.253,6.167,20,0,-2.542105,-12.533992,-1.414211,-11.406099,0,0,0
ACTIVATED CHARCOAL,VASOPRESSIN,16.895,13.641,7.848,41,10,0.285793,-0.74435,1.806377,0.776235,1,0,1
ACTIVATED CHARCOAL,VENLAFAXINE,16.895,4.117,6.12,64,0,-3.753705,-13.745593,-2.653617,-12.645505,0,0,0
ACTIVATED CHARCOAL,ZINC,16.895,2.132,5.171,34,0,-2.038127,-12.030014,-1.820804,-11.812692,0,0,0
ACTIVATED CHARCOAL,ZOLPIDEM,16.895,4.117,6.12,20,0,-2.517732,-12.50962,-1.408096,-11.399983,0,0,0
ACYCLOVIR,ALFUZOSIN,2.061,4.379,3.174,28,0,-1.017988,-11.009876,-0.704323,-10.696211,0,0,0
ACYCLOVIR,ALLOPURINOL,2.061,6.027,3.634,342,0,-4.064801,-14.056689,-3.461539,-13.453427,0,0,0
ACYCLOVIR,ALPRAZOLAM,2.061,3.308,2.769,78,0,-1.668056,-11.659944,-1.26785,-11.259738,0,0,0
